source_protocol,source_file,source_line,legacy_entry_type,legacy_wire_name,legacy_command_id,legacy_command_name,legacy_class,legacy_method,legacy_event,legacy_config_name,legacy_status,legacy_payload_summary,target_domain,target_feature,target_capability,target_rpc_kind,target_axtp_method,target_axtp_event,target_protocol_doc,target_match_basis,confidence,rationale,open_questions
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,1186,method,CreateVideoMixer,,,,CreateVideoMixer,,,,Rooms method field,video,layout,video.layout,method,video.setLayoutConfig,,docs/protocol/video/video.layout.md,matched docs/protocol (docs/protocol/video/video.layout.md),medium,画中画、拼接和视频布局归 video.layout。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,1246,method,SetVideoMixer,,,,SetVideoMixer,,,,Rooms method field,video,layout,video.layout,method,video.setLayoutConfig,,docs/protocol/video/video.layout.md,matched docs/protocol (docs/protocol/video/video.layout.md),medium,画中画、拼接和视频布局归 video.layout。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,1303,method,DeleteVideoMixer,,,,DeleteVideoMixer,,,,Rooms method field,video,layout,video.layout,method,video.setLayoutConfig,,docs/protocol/video/video.layout.md,matched docs/protocol (docs/protocol/video/video.layout.md),medium,画中画、拼接和视频布局归 video.layout。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,1335,method,GetVideoMixer,,,,GetVideoMixer,,,,Rooms method field,video,layout,video.layout,method,video.getLayoutConfig,,docs/protocol/video/video.layout.md,matched docs/protocol (docs/protocol/video/video.layout.md),medium,画中画、拼接和视频布局归 video.layout。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,1432,method,CreateScene,,,,CreateScene,,,,Rooms method field,room,layout,room.layout,method,room.setLayoutConfig,,docs/protocol/room/room.layout.md,matched docs/protocol (docs/protocol/room/room.layout.md),medium,会议室场景和布局归 room.layout。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,1563,method,GetScene,,,,GetScene,,,,Rooms method field,room,layout,room.layout,method,room.getLayoutConfig,,docs/protocol/room/room.layout.md,matched docs/protocol (docs/protocol/room/room.layout.md),medium,会议室场景和布局归 room.layout。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,1767,method,GetSceneOutConfig,,,,GetSceneOutConfig,,,,Rooms method field,output,layout,output.layout,method,output.getLayoutConfig,,docs/protocol/output/output.layout.md,matched docs/protocol (docs/protocol/output/output.layout.md),medium,幕墙/输出布局/输出模式按 09 归 output.layout。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,1825,method,GetAudioMixerItem,,,,GetAudioMixerItem,,,,Rooms method field,audio,mixer,audio.mixer,method,audio.getMixerConfig,,docs/protocol/audio/audio.mixer.md,matched docs/protocol (docs/protocol/audio/audio.mixer.md),high,混音器与混音模式归 audio.mixer。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,1889,method,SetAudioMixerItem,,,,SetAudioMixerItem,,,,Rooms method field,audio,mixer,audio.mixer,method,audio.setMixerConfig,,docs/protocol/audio/audio.mixer.md,matched docs/protocol (docs/protocol/audio/audio.mixer.md),high,混音器与混音模式归 audio.mixer。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,1951,method,SetScene,,,,SetScene,,,,Rooms method field,room,layout,room.layout,method,room.setLayoutConfig,,docs/protocol/room/room.layout.md,matched docs/protocol (docs/protocol/room/room.layout.md),medium,会议室场景和布局归 room.layout。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,2111,method,DeleteScene,,,,DeleteScene,,,,Rooms method field,room,layout,room.layout,method,room.setLayoutConfig,,docs/protocol/room/room.layout.md,matched docs/protocol (docs/protocol/room/room.layout.md),medium,会议室场景和布局归 room.layout。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,2161,method,StartScene,,,,StartScene,,,,Rooms method field,room,layout,room.layout,method,room.setLayoutConfig,,docs/protocol/room/room.layout.md,matched docs/protocol (docs/protocol/room/room.layout.md),medium,会议室场景和布局归 room.layout。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,2211,method,StopScene,,,,StopScene,,,,Rooms method field,room,layout,room.layout,method,room.setLayoutConfig,,docs/protocol/room/room.layout.md,matched docs/protocol (docs/protocol/room/room.layout.md),medium,会议室场景和布局归 room.layout。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,2261,method,StartSceneRecord,,,,StartSceneRecord,,,,Rooms method field,video,recording,video.recording,method,video.startRecording,,docs/protocol/video/video.recording.md,matched docs/protocol (docs/protocol/video/video.recording.md),high,视频录像开始/停止/状态归 video.recording。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,2324,method,StopSceneRecord,,,,StopSceneRecord,,,,Rooms method field,video,recording,video.recording,method,video.stopRecording,,docs/protocol/video/video.recording.md,matched docs/protocol (docs/protocol/video/video.recording.md),high,视频录像开始/停止/状态归 video.recording。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,2373,method,SelectRecord,,,,SelectRecord,,,,Rooms method field,storage,recording,storage.recording,method,storage.listRecordings,,docs/protocol/storage/storage.recording.md,capability has docs/protocol draft (docs/protocol/storage/storage.recording.md); method/event is taxonomy/spec candidate,medium,录像文件查询/删除归 storage.recording。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,2413,method,RemoveRecord,,,,RemoveRecord,,,,Rooms method field,storage,recording,storage.recording,method,storage.deleteRecording,,docs/protocol/storage/storage.recording.md,capability has docs/protocol draft (docs/protocol/storage/storage.recording.md); method/event is taxonomy/spec candidate,medium,录像文件查询/删除归 storage.recording。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,2455,method,StartLiveStream,,,,StartLiveStream,,,,Rooms method field,video,stream,video.stream,stream_owner_method,video.openStream,,docs/protocol/video/video.stream.md,matched docs/protocol (docs/protocol/video/video.stream.md),high,视频流、直播推流、播放流状态归 video.stream。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,2489,method,StopLiveStream,,,,StopLiveStream,,,,Rooms method field,video,stream,video.stream,stream_owner_method,video.closeStream,,docs/protocol/video/video.stream.md,matched docs/protocol (docs/protocol/video/video.stream.md),high,视频流、直播推流、播放流状态归 video.stream。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,2523,method,SetWorkSceneOutPlayMode,,,,SetWorkSceneOutPlayMode,,,,Rooms method field,output,layout,output.layout,method,output.setLayoutConfig,,docs/protocol/output/output.layout.md,matched docs/protocol (docs/protocol/output/output.layout.md),medium,幕墙/输出布局/输出模式按 09 归 output.layout。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,2557,method,GetWorkSceneOutPlayMode,,,,GetWorkSceneOutPlayMode,,,,Rooms method field,output,layout,output.layout,method,output.getLayoutConfig,,docs/protocol/output/output.layout.md,matched docs/protocol (docs/protocol/output/output.layout.md),medium,幕墙/输出布局/输出模式按 09 归 output.layout。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,2596,method,SetHdmiOutPlayMode,,,,SetHdmiOutPlayMode,,,,Rooms method field,output,layout,output.layout,method,output.setLayoutConfig,,docs/protocol/output/output.layout.md,matched docs/protocol (docs/protocol/output/output.layout.md),medium,幕墙/输出布局/输出模式按 09 归 output.layout。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,2629,method,GetHdmiOutPlayMode,,,,GetHdmiOutPlayMode,,,,Rooms method field,output,layout,output.layout,method,output.getLayoutConfig,,docs/protocol/output/output.layout.md,matched docs/protocol (docs/protocol/output/output.layout.md),medium,幕墙/输出布局/输出模式按 09 归 output.layout。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,2663,method,SetHdmioutShareMode,,,,SetHdmioutShareMode,,,,Rooms method field,output,layout,output.layout,method,output.setLayoutConfig,,docs/protocol/output/output.layout.md,matched docs/protocol (docs/protocol/output/output.layout.md),medium,幕墙/输出布局/输出模式按 09 归 output.layout。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,2695,method,GetHdmioutShareMode,,,,GetHdmioutShareMode,,,,Rooms method field,output,layout,output.layout,method,output.getLayoutConfig,,docs/protocol/output/output.layout.md,matched docs/protocol (docs/protocol/output/output.layout.md),medium,幕墙/输出布局/输出模式按 09 归 output.layout。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,2726,method,SetTypecOutPlayMode,,,,SetTypecOutPlayMode,,,,Rooms method field,output,layout,output.layout,method,output.setLayoutConfig,,docs/protocol/output/output.layout.md,matched docs/protocol (docs/protocol/output/output.layout.md),medium,幕墙/输出布局/输出模式按 09 归 output.layout。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,2757,method,GetTypecOutPlayMode,,,,GetTypecOutPlayMode,,,,Rooms method field,output,layout,output.layout,method,output.getLayoutConfig,,docs/protocol/output/output.layout.md,matched docs/protocol (docs/protocol/output/output.layout.md),medium,幕墙/输出布局/输出模式按 09 归 output.layout。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,2793,method,SetByomOutPlayMode,,,,SetByomOutPlayMode,,,,Rooms method field,output,layout,output.layout,method,output.setLayoutConfig,,docs/protocol/output/output.layout.md,matched docs/protocol (docs/protocol/output/output.layout.md),medium,幕墙/输出布局/输出模式按 09 归 output.layout。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,2824,method,GetByomOutPlayMode,,,,GetByomOutPlayMode,,,,Rooms method field,output,layout,output.layout,method,output.getLayoutConfig,,docs/protocol/output/output.layout.md,matched docs/protocol (docs/protocol/output/output.layout.md),medium,幕墙/输出布局/输出模式按 09 归 output.layout。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,2859,method,AMX100Connect,,,,AMX100Connect,,,,Rooms method field,device,childDevice,device.childDevice,method,device.setChildDeviceConfig,,docs/protocol/device/device.childDevice.md,matched docs/protocol (docs/protocol/device/device.childDevice.md),medium,AMX100/子设备连接与信息归 device.childDevice，联动算法另归 audio.algorithm。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,2906,method,AMX100DisConnect,,,,AMX100DisConnect,,,,Rooms method field,device,childDevice,device.childDevice,method,device.setChildDeviceConfig,,docs/protocol/device/device.childDevice.md,matched docs/protocol (docs/protocol/device/device.childDevice.md),medium,AMX100/子设备连接与信息归 device.childDevice，联动算法另归 audio.algorithm。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,2953,method,GetAMX100DeviceInfo,,,,GetAMX100DeviceInfo,,,,Rooms method field,device,childDevice,device.childDevice,method,device.getChildDeviceState,,docs/protocol/device/device.childDevice.md,capability has docs/protocol draft (docs/protocol/device/device.childDevice.md); method/event is taxonomy/spec candidate,medium,AMX100/子设备连接与信息归 device.childDevice，联动算法另归 audio.algorithm。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3001,method,SetAutoDirectorBeamMapConfig,,,,SetAutoDirectorBeamMapConfig,,,,Rooms method field,audio,algorithm,audio.algorithm,method,audio.setAlgorithmConfig,,docs/protocol/audio/audio.algorithm.md,matched docs/protocol (docs/protocol/audio/audio.algorithm.md),medium,音频算法、波束、DOA、降噪/回声/混响抑制归 audio.algorithm。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3044,method,SetBeamMapConfig,,,,SetBeamMapConfig,,,,Rooms method field,audio,algorithm,audio.algorithm,method,audio.setAlgorithmConfig,,docs/protocol/audio/audio.algorithm.md,matched docs/protocol (docs/protocol/audio/audio.algorithm.md),medium,音频算法、波束、DOA、降噪/回声/混响抑制归 audio.algorithm。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3061,method,GetAutoDirectorBeamMapConfig,,,,GetAutoDirectorBeamMapConfig,,,,Rooms method field,audio,algorithm,audio.algorithm,method,audio.getAlgorithmConfig,,docs/protocol/audio/audio.algorithm.md,matched docs/protocol (docs/protocol/audio/audio.algorithm.md),medium,音频算法、波束、DOA、降噪/回声/混响抑制归 audio.algorithm。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3134,method,SetAutoDirectorBeamStatisticsInfo,,,,SetAutoDirectorBeamStatisticsInfo,,,,Rooms method field,audio,algorithm,audio.algorithm,method,audio.setAlgorithmConfig,,docs/protocol/audio/audio.algorithm.md,matched docs/protocol (docs/protocol/audio/audio.algorithm.md),medium,音频算法、波束、DOA、降噪/回声/混响抑制归 audio.algorithm。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3167,method,SetSpeakerHighlightBeamMapConfig,,,,SetSpeakerHighlightBeamMapConfig,,,,Rooms method field,audio,algorithm,audio.algorithm,method,audio.setAlgorithmConfig,,docs/protocol/audio/audio.algorithm.md,matched docs/protocol (docs/protocol/audio/audio.algorithm.md),medium,音频算法、波束、DOA、降噪/回声/混响抑制归 audio.algorithm。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3203,method,GetSpeakerHighlightBeamMapConfig,,,,GetSpeakerHighlightBeamMapConfig,,,,Rooms method field,audio,algorithm,audio.algorithm,method,audio.getAlgorithmConfig,,docs/protocol/audio/audio.algorithm.md,matched docs/protocol (docs/protocol/audio/audio.algorithm.md),medium,音频算法、波束、DOA、降噪/回声/混响抑制归 audio.algorithm。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3269,method,GetSpeakerHighlightConfig,,,,GetSpeakerHighlightConfig,,,,Rooms method field,audio,algorithm,audio.algorithm,method,audio.getAlgorithmConfig,,docs/protocol/audio/audio.algorithm.md,matched docs/protocol (docs/protocol/audio/audio.algorithm.md),medium,音频算法、波束、DOA、降噪/回声/混响抑制归 audio.algorithm。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3300,method,SetSpeakerHighlightConfig,,,,SetSpeakerHighlightConfig,,,,Rooms method field,audio,algorithm,audio.algorithm,method,audio.setAlgorithmConfig,,docs/protocol/audio/audio.algorithm.md,matched docs/protocol (docs/protocol/audio/audio.algorithm.md),medium,音频算法、波束、DOA、降噪/回声/混响抑制归 audio.algorithm。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3331,method,SetSpeakerHighlightBeamStatisticsInfo,,,,SetSpeakerHighlightBeamStatisticsInfo,,,,Rooms method field,audio,algorithm,audio.algorithm,method,audio.setAlgorithmConfig,,docs/protocol/audio/audio.algorithm.md,matched docs/protocol (docs/protocol/audio/audio.algorithm.md),medium,音频算法、波束、DOA、降噪/回声/混响抑制归 audio.algorithm。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3373,event,InputSourceChange,,,,,InputSourceChange,,,Rooms event/subscribe field,room,source,room.source,event,,room.sourceChanged,docs/protocol/room/room.source.md,capability has docs/protocol draft (docs/protocol/room/room.source.md); method/event is taxonomy/spec candidate,high,会议室输入源管理归 room.source。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3405,event,LiveStreamStatus,,,,,LiveStreamStatus,,,Rooms event/subscribe field,video,stream,video.stream,event,,video.streamStateChanged,docs/protocol/video/video.stream.md,matched docs/protocol (docs/protocol/video/video.stream.md),high,视频流、直播推流、播放流状态归 video.stream。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3439,event,SDStatus,,,,,SDStatus,,,Rooms event/subscribe field,storage,sdCard,storage.sdCard,event,,storage.sdCardStateChanged,docs/protocol/storage/storage.sdCard.md,capability has docs/protocol draft (docs/protocol/storage/storage.sdCard.md); method/event is taxonomy/spec candidate,high,SD 卡状态、信息和格式化归 storage.sdCard。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3477,event,RecordStatus,,,,,RecordStatus,,,Rooms event/subscribe field,video,recording,video.recording,event,,video.recordingStateChanged,docs/protocol/video/video.recording.md,matched docs/protocol (docs/protocol/video/video.recording.md),high,视频录像开始/停止/状态归 video.recording。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3509,event,UsbcConnectEvent,,,,,UsbcConnectEvent,,,Rooms event/subscribe field,input,hid,input.hid,event,,input.hidConfigChanged,docs/protocol/input/input.hid.md,matched docs/protocol (docs/protocol/input/input.hid.md),medium,HID/USB 控制和报告归 input.hid。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3536,event,UsbcStreamEvent,,,,,UsbcStreamEvent,,,Rooms event/subscribe field,video,stream,video.stream,event,,video.streamStateChanged,docs/protocol/video/video.stream.md,matched docs/protocol (docs/protocol/video/video.stream.md),high,视频流、直播推流、播放流状态归 video.stream。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3565,event,AMX100ConnectStatusEvent,,,,,AMX100ConnectStatusEvent,,,Rooms event/subscribe field,device,childDevice,device.childDevice,event,,device.childDeviceStateChanged,docs/protocol/device/device.childDevice.md,capability has docs/protocol draft (docs/protocol/device/device.childDevice.md); method/event is taxonomy/spec candidate,medium,AMX100/子设备连接与信息归 device.childDevice，联动算法另归 audio.algorithm。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3594,method,SetSysTime,,,,SetSysTime,,,,Rooms method field,system,time,system.time,method,system.setTimeConfig,,docs/protocol/system/system.time.md,matched docs/protocol (docs/protocol/system/system.time.md),high,校时、系统时间和时区归 system.time。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3635,method,FormatSd,,,,FormatSd,,,,Rooms method field,storage,sdCard,storage.sdCard,method,storage.formatSdCard,,docs/protocol/storage/storage.sdCard.md,capability has docs/protocol draft (docs/protocol/storage/storage.sdCard.md); method/event is taxonomy/spec candidate,high,SD 卡状态、信息和格式化归 storage.sdCard。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3682,method,GetSDInfo,,,,GetSDInfo,,,,Rooms method field,storage,sdCard,storage.sdCard,method,storage.getSdCardState,,docs/protocol/storage/storage.sdCard.md,capability has docs/protocol draft (docs/protocol/storage/storage.sdCard.md); method/event is taxonomy/spec candidate,high,SD 卡状态、信息和格式化归 storage.sdCard。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3726,method,ResetConfig,,,,ResetConfig,,,,Rooms method field,system,initialization,system.initialization,method,system.reset,,docs/protocol/system/system.initialization.md,capability has docs/protocol draft (docs/protocol/system/system.initialization.md); method/event is taxonomy/spec candidate,medium,恢复配置/初始化/复位归 system.initialization。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3758,method,GetDeviceInfo,,,,GetDeviceInfo,,,,Rooms method field,device,info,device.info,method,device.getInfo,,docs/protocol/device/device.info.md,capability has docs/protocol draft (docs/protocol/device/device.info.md); method/event is taxonomy/spec candidate,high,设备基础信息归 device.info。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3799,method,SetDeviceName,,,,SetDeviceName,,,,Rooms method field,device,nameSetting,TBD,method,,,,deferred,medium,当前 device.info 只读；设备名设置待具体需求后另起草。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3830,method,SetKvm,,,,SetKvm,,,,Rooms method field,input,kvm,input.kvm,method,input.openKvm,,docs/protocol/input/input.kvm.md,capability has docs/protocol draft (docs/protocol/input/input.kvm.md); method/event is taxonomy/spec candidate,high,KVM 数据和控制归 input.kvm。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3862,method,RemoteUpgrade,,,,RemoteUpgrade,,,,Rooms method field,firmware,ota,firmware.ota,stream_owner_method,firmware.beginOta,,,Naming and Taxonomy spec candidate; docs/protocol document not created yet,high,升级/远程升级/升级进度归 firmware.ota，数据块通过业务域建流。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3894,method,UpgradeProgress,,,,UpgradeProgress,,,,Rooms method field,firmware,ota,firmware.ota,stream_owner_method,firmware.getOtaState,,,Naming and Taxonomy spec candidate; docs/protocol document not created yet,high,升级/远程升级/升级进度归 firmware.ota，数据块通过业务域建流。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3929,method,SetLineInPreGain,,,,SetLineInPreGain,,,,Rooms method field,audio,input,audio.input,method,audio.setInputConfig,,docs/protocol/audio/audio.input.md,matched docs/protocol (docs/protocol/audio/audio.input.md),high,音频输入、Line-in、Mic、音源选择归 audio.input。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3962,method,GetLineInPreGain,,,,GetLineInPreGain,,,,Rooms method field,audio,input,audio.input,method,audio.getInputConfig,,docs/protocol/audio/audio.input.md,matched docs/protocol (docs/protocol/audio/audio.input.md),high,音频输入、Line-in、Mic、音源选择归 audio.input。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,3998,method,SetAudioPlaybackMode,,,,SetAudioPlaybackMode,,,,Rooms method field,audio,playback,audio.playback,method,audio.setPlaybackConfig,,docs/protocol/audio/audio.playback.md,capability has docs/protocol draft (docs/protocol/audio/audio.playback.md); method/event is taxonomy/spec candidate,high,音频播放模式归 audio.playback。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,4029,method,GetAudioPlaybackMode,,,,GetAudioPlaybackMode,,,,Rooms method field,audio,playback,audio.playback,method,audio.getPlaybackConfig,,docs/protocol/audio/audio.playback.md,capability has docs/protocol draft (docs/protocol/audio/audio.playback.md); method/event is taxonomy/spec candidate,high,音频播放模式归 audio.playback。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,4065,method,GetUsbcConnectStatus,,,,GetUsbcConnectStatus,,,,Rooms method field,input,hid,input.hid,method,input.getHidConfig,,docs/protocol/input/input.hid.md,matched docs/protocol (docs/protocol/input/input.hid.md),medium,HID/USB 控制和报告归 input.hid。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,4108,method,SetAlgMode,,,,SetAlgMode,,,,Rooms method field,audio,algorithm,audio.algorithm,method,audio.setAlgorithmConfig,,docs/protocol/audio/audio.algorithm.md,matched docs/protocol (docs/protocol/audio/audio.algorithm.md),medium,音频算法、波束、DOA、降噪/回声/混响抑制归 audio.algorithm。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,4137,method,GetAlgMode,,,,GetAlgMode,,,,Rooms method field,audio,algorithm,audio.algorithm,method,audio.getAlgorithmConfig,,docs/protocol/audio/audio.algorithm.md,matched docs/protocol (docs/protocol/audio/audio.algorithm.md),medium,音频算法、波束、DOA、降噪/回声/混响抑制归 audio.algorithm。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,4170,method,SetDoaMic,,,,SetDoaMic,,,,Rooms method field,audio,algorithm,audio.algorithm,method,audio.setAlgorithmConfig,,docs/protocol/audio/audio.algorithm.md,matched docs/protocol (docs/protocol/audio/audio.algorithm.md),medium,音频算法、波束、DOA、降噪/回声/混响抑制归 audio.algorithm。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,4199,method,GetDoaMic,,,,GetDoaMic,,,,Rooms method field,audio,algorithm,audio.algorithm,method,audio.getAlgorithmConfig,,docs/protocol/audio/audio.algorithm.md,matched docs/protocol (docs/protocol/audio/audio.algorithm.md),medium,音频算法、波束、DOA、降噪/回声/混响抑制归 audio.algorithm。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,4233,method,GetDevInfo,,,,GetDevInfo,,,,Rooms method field,device,info,device.info,method,device.getInfo,,docs/protocol/device/device.info.md,capability has docs/protocol draft (docs/protocol/device/device.info.md); method/event is taxonomy/spec candidate,high,设备基础信息归 device.info。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,4373,method,SetAMX100Param,,,,SetAMX100Param,,,,Rooms method field,device,childDevice,device.childDevice,method,device.setChildDeviceConfig,,docs/protocol/device/device.childDevice.md,matched docs/protocol (docs/protocol/device/device.childDevice.md),medium,AMX100/子设备连接与信息归 device.childDevice，联动算法另归 audio.algorithm。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,4405,method,GetAMX100Param,,,,GetAMX100Param,,,,Rooms method field,device,childDevice,device.childDevice,method,device.getChildDeviceState,,docs/protocol/device/device.childDevice.md,capability has docs/protocol draft (docs/protocol/device/device.childDevice.md); method/event is taxonomy/spec candidate,medium,AMX100/子设备连接与信息归 device.childDevice，联动算法另归 audio.algorithm。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,4439,method,SetAMX100Ip,,,,SetAMX100Ip,,,,Rooms method field,device,childDevice,device.childDevice,method,device.setChildDeviceConfig,,docs/protocol/device/device.childDevice.md,matched docs/protocol (docs/protocol/device/device.childDevice.md),medium,AMX100/子设备连接与信息归 device.childDevice，联动算法另归 audio.algorithm。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,4472,method,GetAMX100Ip,,,,GetAMX100Ip,,,,Rooms method field,device,childDevice,device.childDevice,method,device.getChildDeviceState,,docs/protocol/device/device.childDevice.md,capability has docs/protocol draft (docs/protocol/device/device.childDevice.md); method/event is taxonomy/spec candidate,medium,AMX100/子设备连接与信息归 device.childDevice，联动算法另归 audio.algorithm。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,4510,method,SetLineOutVolume,,,,SetLineOutVolume,,,,Rooms method field,audio,volume,audio.volume,method,audio.setVolumeConfig,,docs/protocol/audio/audio.volume.md,matched docs/protocol (docs/protocol/audio/audio.volume.md),high,音量、增益、静音归 audio.volume。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,4543,method,GetLineOutVolume,,,,GetLineOutVolume,,,,Rooms method field,audio,volume,audio.volume,method,audio.getVolumeState,,docs/protocol/audio/audio.volume.md,capability has docs/protocol draft (docs/protocol/audio/audio.volume.md); method/event is taxonomy/spec candidate,high,音量、增益、静音归 audio.volume。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,4579,method,WifiConnect,,,,WifiConnect,,,,Rooms method field,network,wifi,network.wifi,method,network.connectWifi,,docs/protocol/network/network.wifi.md,matched docs/protocol (docs/protocol/network/network.wifi.md),high,Wi-Fi 配置、扫描、连接和状态统一归 network.wifi。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,4624,method,GetWifiSignalStrength,,,,GetWifiSignalStrength,,,,Rooms method field,network,wifi,network.wifi,method,network.getWifiState,,docs/protocol/network/network.wifi.md,matched docs/protocol (docs/protocol/network/network.wifi.md),high,Wi-Fi 配置、扫描、连接和状态统一归 network.wifi。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,4657,method,VideoPlay,,,,VideoPlay,,,,Rooms method field,diagnostic,videoTest,diagnostic.videoTest,method,diagnostic.runVideoTest,,docs/protocol/diagnostic/diagnostic.videoTest.md,capability has docs/protocol draft (docs/protocol/diagnostic/diagnostic.videoTest.md); method/event is taxonomy/spec candidate,high,VideoPlay 出现在产测/解码测试上下文，归 diagnostic.videoTest。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,4685,method,AudioPlay,,,,AudioPlay,,,,Rooms method field,diagnostic,audioTest,diagnostic.audioTest,method,diagnostic.runAudioTest,,docs/protocol/diagnostic/diagnostic.audioTest.md,capability has docs/protocol draft (docs/protocol/diagnostic/diagnostic.audioTest.md); method/event is taxonomy/spec candidate,high,AudioPlay 出现在产测/播放测试上下文，归 diagnostic.audioTest。,
rooms_ws_json,docs/legacy-migration/evidence/Rooms协议文档.md,4713,method,CheckLineStatus,,,,CheckLineStatus,,,,Rooms method field,device,state,device.state,method,device.getState,,docs/protocol/device/device.state.md,matched docs/protocol (docs/protocol/device/device.state.md),medium,泛设备状态查询归 device.state，后续可按字段拆细。,
